"(row, OceanActionID)",sdg,sdg_count,trg,trg_count,sdg-trg,trg-sdg
"(1, '16727')",['06' '09' '11' '12' '14' '17'],6,['06' '09' '11' '12' '14' '17'],6,[],[]
"(2, '18064')",['12' '13' '14' '17'],4,['12' '14'],2,['13' '17'],[]
"(3, '20468')",['03' '06' '07' '11' '12' '13' '14'],7,['06' '11' '12' '14'],4,['03' '07' '13'],[]
"(4, '21832')",[],0,[],0,[],[]
"(5, '20269')",['14'],1,['14'],1,[],[]
"(6, '21680')",['14'],1,['14'],1,[],[]
"(7, '21692')",['14'],1,['14'],1,[],[]
"(8, '17334')",['14'],1,['14'],1,[],[]
"(9, '17992')",['14'],1,['14'],1,[],[]
"(10, '17989')",['14'],1,['14'],1,[],[]
"(11, '16625')",['03' '08' '10' '13' '14' '16' '17'],7,['08' '13' '14' '17'],4,['03' '10' '16'],[]
"(12, '21468')",['14' '17'],2,['14' '17'],2,[],[]
"(13, '17326')",['14'],1,['14'],1,[],[]
"(14, '15740')",['14'],1,['14'],1,[],[]
"(15, '18733')",['02' '05' '06' '11' '14'],5,['02' '05' '06' '14'],4,['11'],[]
"(16, '18553')",['12' '14'],2,['14'],1,['12'],[]
"(17, '17094')",['01' '02' '03' '06' '08' '12' '14' '15' '16' '17'],10,['01' '02' '03' '06' '08' '12' '14' '15' '16' '17'],10,[],[]
"(18, '16762')",['14'],1,['14'],1,[],[]
"(19, '16439')",['14'],1,['14'],1,[],[]
"(20, '16688')",['01' '02' '06' '13' '14' '15' '16' '17'],8,['14'],1,['01' '02' '06' '13' '15' '16' '17'],[]
"(21, '16292')",['04' '13' '14'],3,['04' '13' '14'],3,[],[]
"(22, '18037')",['13' '14'],2,['13' '14'],2,[],[]
"(23, '14803')",['14'],1,['14'],1,[],[]
"(24, '19313')",['06' '14'],2,['06' '14'],2,[],[]
"(25, '16670')",['06' '07' '08' '09' '12' '13' '14' '15'],8,['14'],1,['06' '07' '08' '09' '12' '13' '15'],[]
"(26, '14771')",['14'],1,['14'],1,[],[]
"(27, '16538')",['14'],1,['14'],1,[],[]
"(28, '16331')",['14'],1,['14'],1,[],[]
"(29, '16114')",['14'],1,['14'],1,[],[]
"(30, '17530')",['06' '12' '14' '15'],4,['14'],1,['06' '12' '15'],[]
"(31, '21556')",['08' '14' '16' '17'],4,['08' '14' '16' '17'],4,[],[]
"(32, '16182')",['01' '08' '14' '16'],4,['01' '08' '14' '16'],4,[],[]
"(33, '17266')",['14'],1,['14'],1,[],[]
"(34, '15318')",['12' '14' '17'],3,['12' '14' '17'],3,[],[]
"(35, '17749')",['06' '09' '12' '14'],4,['06' '09' '12' '14'],4,[],[]
"(36, '17797')",['14'],1,['14'],1,[],[]
"(37, '21112')",['14'],1,['14'],1,[],[]
"(38, '16782')",['13' '14'],2,['13' '14'],2,[],[]
"(39, '18678')",['02' '03' '14'],3,['14'],1,['02' '03'],[]
"(40, '18548')",['07' '09' '14'],3,['07' '09' '14'],3,[],[]
"(41, '21512')",['14'],1,['14'],1,[],[]
"(42, '17638')",['08' '12' '14' '17'],4,['14'],1,['08' '12' '17'],[]
"(43, '16733')",['13' '14'],2,['13' '14'],2,[],[]
"(44, '17932')",['13' '14'],2,['13' '14'],2,[],[]
"(45, '21328')",['14'],1,['14'],1,[],[]
"(46, '16046')",['01' '02' '03' '12' '14' '17'],6,['14'],1,['01' '02' '03' '12' '17'],[]
"(47, '17803')",['14'],1,['14'],1,[],[]
"(48, '16518')",['14'],1,['14'],1,[],[]
"(49, '18424')",['02' '14'],2,['14'],1,['02'],[]
"(50, '20828')",['14'],1,['14'],1,[],[]
"(51, '15422')",['01' '02' '08' '11' '13' '14'],6,['14'],1,['01' '02' '08' '11' '13'],[]
"(52, '18001')",['14'],1,['14'],1,[],[]
"(53, '16838')",['01' '02' '04' '05' '06' '07' '08' '09' '12' '13' '14' '15' '16' '17'],14,['01' '02' '04' '05' '06' '07' '08' '09' '12' '13' '14' '15' '16' '17'],14,[],[]
"(54, '20249')",['06' '14'],2,['06' '14'],2,[],[]
"(55, '17857')",['14'],1,['14'],1,[],[]
"(56, '21723')",['04' '07' '08' '12' '14' '17'],6,['04' '07' '08' '12' '14' '17'],6,[],[]
"(57, '15491')",['02' '03' '04' '06' '07' '08' '09' '11' '12' '13' '14' '15' '16' '17'],14,['14'],1,['02' '03' '04' '06' '07' '08' '09' '11' '12' '13' '15' '16' '17'],[]
"(58, '17598')",['14'],1,['14'],1,[],[]
"(59, '17782')",['14'],1,['14'],1,[],[]
"(60, '20908')",['14' '15'],2,['14' '15'],2,[],[]
"(61, '15757')",['14'],1,['14'],1,[],[]
"(62, '21368')",['13' '14'],2,['13' '14'],2,[],[]
"(63, '20464')",['13' '14'],2,['14'],1,['13'],[]
"(64, '17090')",['14'],1,['14'],1,[],[]
"(65, '21020')",['14'],1,['14'],1,[],[]
"(66, '17050')",['06' '12' '14' '15'],4,['06' '12' '14' '15'],4,[],[]
"(67, '16301')",['04' '14'],2,['04' '14'],2,[],[]
"(68, '17890')",['14'],1,['14'],1,[],[]
"(69, '19579')",['01' '02' '05' '08' '10' '12' '13' '14' '15'],9,['14'],1,['01' '02' '05' '08' '10' '12' '13' '15'],[]
"(70, '16790')",['01' '14'],2,['01' '14'],2,[],[]
"(71, '18938')",['14'],1,['14'],1,[],[]
"(72, '21735')",['06' '11' '12' '14'],4,['06' '11' '12' '14'],4,[],[]
"(73, '18421')",['14'],1,['14'],1,[],[]
"(74, '20389')",['14'],1,['14'],1,[],[]
"(75, '15302')",['02' '13' '14'],3,['02' '13' '14'],3,[],[]
"(76, '20744')",['09' '13' '14' '17'],4,['09' '13' '14' '17'],4,[],[]
"(77, '17806')",['14'],1,['14'],1,[],[]
"(78, '18370')",['14'],1,['14'],1,[],[]
"(79, '20029')",['01' '02' '13' '14' '15'],5,['01' '02' '13' '14' '15'],5,[],[]
"(80, '20664')",['01' '02' '03' '05' '08' '14'],6,['14'],1,['01' '02' '03' '05' '08'],[]
"(81, '21232')",['14'],1,['14'],1,[],[]
"(82, '18518')",['13' '14'],2,['14'],1,['13'],[]
"(83, '21120')",['14'],1,['14'],1,[],[]
"(84, '17438')",['14'],1,['14'],1,[],[]
"(85, '17426')",['14'],1,['14'],1,[],[]
"(86, '16586')",['14'],1,['14'],1,[],[]
"(87, '17836')",['14'],1,['14'],1,[],[]
"(88, '20219')",['14'],1,['14'],1,[],[]
"(89, '21296')",['14'],1,['14'],1,[],[]
"(90, '20612')",['14' '16'],2,['14'],1,['16'],[]
"(91, '18085')",['13' '14' '17'],3,['13' '14' '17'],3,[],[]
"(92, '18818')",['14'],1,['14'],1,[],[]
"(93, '18490')",['06' '14'],2,['06' '14'],2,[],[]
"(94, '18888')",['06' '14'],2,['06' '14'],2,[],[]
"(95, '18663')",['14'],1,['14'],1,[],[]
"(96, '19674')",['04' '12' '14'],3,['14'],1,['04' '12'],[]
"(97, '17150')",['14'],1,['14'],1,[],[]
"(98, '18394')",['14'],1,['14'],1,[],[]
"(99, '15936')",['14'],1,['14'],1,[],[]
"(100, '14721')",['12' '14'],2,['12' '14'],2,[],[]
"(101, '17863')",['14'],1,['14'],1,[],[]
"(102, '21336')",['14' '17'],2,['14' '17'],2,[],[]
"(103, '21516')",['01' '13' '14' '17'],4,['13' '14' '17'],3,['01'],[]
"(104, '17647')",['12' '14'],2,['12' '14'],2,[],[]
"(105, '14216')",['12' '13' '14'],3,['12' '13' '14'],3,[],[]
"(106, '14951')",['01' '02' '14'],3,['14'],1,['01' '02'],[]
"(107, '16098')",['01' '02' '08' '13' '14'],5,['01' '02' '08' '13' '14'],5,[],[]
"(108, '18109')",['14'],1,['14'],1,[],[]
"(109, '20420')",['05' '10' '13' '14' '16'],5,['05' '10' '13' '14' '16'],5,[],[]
"(110, '17446')",['14'],1,['14'],1,[],[]
"(111, '19325')",['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '14' '17'],15,['14'],1,['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '17'],[]
"(112, '18328')",['01' '02' '04' '05' '07' '08' '09' '10' '12' '13' '14' '17'],12,['14'],1,['01' '02' '04' '05' '07' '08' '09' '10' '12' '13' '17'],[]
"(113, '21568')",['14'],1,['14'],1,[],[]
"(114, '21548')",['01' '05' '13' '14'],4,['01' '05' '13' '14'],4,[],[]
"(115, '19574')",['14'],1,['14'],1,[],[]
"(116, '20800')",['14'],1,['14'],1,[],[]
"(117, '18301')",['01' '02' '13' '14' '17'],5,['14'],1,['01' '02' '13' '17'],[]
"(118, '18088')",['14'],1,['14'],1,[],[]
"(119, '21432')",['04' '13' '14'],3,['04' '13' '14'],3,[],[]
"(120, '15203')",['09' '14'],2,['09' '14'],2,[],[]
"(121, '21696')",['12' '14'],2,['12' '14'],2,[],[]
"(122, '16450')",['14'],1,['14'],1,[],[]
"(123, '15003')",['13' '14'],2,['13' '14'],2,[],[]
"(124, '14927')",['14'],1,['14'],1,[],[]
"(125, '19208')",['05' '14'],2,['05' '14'],2,[],[]
"(126, '15877')",['02' '13' '14'],3,['13' '14'],2,['02'],[]
"(127, '16601')",['09' '14' '17'],3,['09' '14' '17'],3,[],[]
"(128, '16422')",['01' '02' '03' '05' '12' '13' '14' '15'],8,['14'],1,['01' '02' '03' '05' '12' '13' '15'],[]
"(129, '16066')",['14'],1,['14'],1,[],[]
"(130, '17632')",['14'],1,['14'],1,[],[]
"(131, '16902')",['14'],1,['14'],1,[],[]
"(132, '18334')",['14' '15'],2,['14' '15'],2,[],[]
"(133, '17641')",['12' '14'],2,['12' '14'],2,[],[]
"(134, '20844')",['06' '12' '14'],3,['14'],1,['06' '12'],[]
"(135, '19333')",['12' '14'],2,['14'],1,['12'],[]
"(136, '14672')",['11' '12' '14'],3,['12' '14'],2,['11'],[]
"(137, '17860')",['13' '14' '17'],3,['14'],1,['13' '17'],[]
"(138, '17926')",['14'],1,['14'],1,[],[]
"(139, '20676')",['14'],1,['14'],1,[],[]
"(140, '20708')",['14'],1,['14'],1,[],[]
"(141, '20616')",['14'],1,['14'],1,[],[]
"(142, '19298')",['14'],1,['14'],1,[],[]
"(143, '17394')",['14'],1,['14'],1,[],[]
"(144, '17342')",['14'],1,['14'],1,[],[]
"(145, '17294')",['14'],1,['14'],1,[],[]
"(146, '17218')",['14'],1,['14'],1,[],[]
"(147, '16286')",['04' '14'],2,['04' '14'],2,[],[]
"(148, '18516')",['01' '04' '13' '14'],4,['01' '04' '13' '14'],4,[],[]
"(149, '16238')",['05' '06' '14' '17'],4,['05' '06' '14' '17'],4,[],[]
"(150, '17743')",['12' '14' '17'],3,['14'],1,['12' '17'],[]
"(151, '20628')",['14'],1,['14'],1,[],[]
"(152, '15445')",['14'],1,['14'],1,[],[]
"(153, '16002')",['13' '14'],2,['14'],1,['13'],[]
"(154, '17830')",['14'],1,['14'],1,[],[]
"(155, '19349')",['14'],1,['14'],1,[],[]
"(156, '15566')",['14'],1,['14'],1,[],[]
"(157, '17980')",['14'],1,['14'],1,[],[]
"(158, '21726')",['03' '13' '14'],3,['03' '13' '14'],3,[],[]
"(159, '16510')",['07' '13' '14'],3,['07' '14'],2,['13'],[]
"(160, '16242')",['11' '14'],2,['11' '14'],2,[],[]
"(161, '21016')",['14'],1,['14'],1,[],[]
"(162, '15916')",['06' '07' '08' '12' '13' '14' '16' '17'],8,['06' '07' '08' '12' '13' '14' '16' '17'],8,[],[]
"(163, '18648')",['14'],1,['14'],1,[],[]
"(164, '16691')",['11' '14'],2,['14'],1,['11'],[]
"(165, '15374')",['12' '14' '15' '16' '17'],5,['14' '17'],2,['12' '15' '16'],[]
"(166, '19559')",['05' '13' '14'],3,['05' '13' '14'],3,[],[]
"(167, '15962')",['03' '05' '06' '08' '09' '11' '12' '14' '15' '17'],10,['03' '05' '06' '08' '09' '11' '12' '14' '15' '17'],10,[],[]
"(168, '15055')",['06' '11' '14'],3,['06' '11' '14'],3,[],[]
"(169, '21720')",['03' '04' '06' '07' '13' '14' '16' '17'],8,['03' '06' '07' '13' '14' '16' '17'],7,['04'],[]
"(170, '15998')",['14'],1,['14'],1,[],[]
"(171, '21652')",['14'],1,['14'],1,[],[]
"(172, '20364')",['14' '15'],2,['14' '15'],2,[],[]
"(173, '16846')",['06' '14'],2,['06' '14'],2,[],[]
"(174, '16906')",['14'],1,['14'],1,[],[]
"(175, '15913')",['13' '14'],2,['13' '14'],2,[],[]
"(176, '18358')",['14'],1,['14'],1,[],[]
"(177, '19048')",['04' '14'],2,['04' '14'],2,[],[]
"(178, '17911')",['02' '07' '09' '11' '13' '14' '16'],7,['02' '07' '09' '11' '13' '14' '16'],7,[],[]
"(179, '18286')",['14'],1,['14'],1,[],[]
"(180, '17929')",['01' '02' '14' '15' '17'],5,['01' '02' '14'],3,['15' '17'],[]
"(181, '15395')",['02' '05' '12' '14'],4,['02' '05' '12' '14'],4,[],[]
"(182, '19033')",['11' '14'],2,['11' '14'],2,[],[]
"(183, '15404')",['13' '14' '17'],3,['13' '14'],2,['17'],[]
"(184, '14381')",['09' '11' '13' '14'],4,['09' '11' '13' '14'],4,[],[]
"(185, '15434')",['14'],1,['14'],1,[],[]
"(186, '19369')",['01' '02' '06' '07' '12' '13' '14' '15'],8,['01' '02' '06' '07' '12' '13' '14' '15'],8,[],[]
"(187, '19714')",['01' '02' '03' '06' '11' '13' '14' '15' '16' '17'],10,['14'],1,['01' '02' '03' '06' '11' '13' '15' '16' '17'],[]
"(188, '17062')",['06' '11' '12' '14' '15' '17'],6,['06' '11' '12' '14' '15' '17'],6,[],[]
"(189, '18277')",['14'],1,['14'],1,[],[]
"(190, '18445')",['01' '02' '14' '16'],4,['01' '14'],2,['02' '16'],[]
"(191, '18046')",['06' '14'],2,['06' '14'],2,[],[]
"(192, '17166')",['02' '03' '10' '11' '12' '13' '14' '17'],8,['02' '03' '10' '11' '12' '13' '14' '17'],8,[],[]
"(193, '17198')",['14' '17'],2,['14'],1,['17'],[]
"(194, '21204')",['14'],1,['14'],1,[],[]
"(195, '21532')",['05' '06' '07' '08' '09' '11' '13' '14'],8,['14'],1,['05' '06' '07' '08' '09' '11' '13'],[]
"(196, '18768')",['06' '14'],2,['06' '14'],2,[],[]
"(197, '21676')",['14'],1,['14'],1,[],[]
"(198, '16974')",['12' '14'],2,['12' '14'],2,[],[]
"(199, '14528')",['07' '08' '09' '12' '13' '14' '17'],7,['07' '08' '09' '12' '13' '14' '17'],7,[],[]
"(200, '16724')",['12' '14'],2,['12' '14'],2,[],[]
"(201, '15143')",['01' '02' '05' '08' '09' '10' '12' '14' '16'],9,['01' '02' '05' '08' '09' '10' '12' '14' '16'],9,[],[]
"(202, '19609')",['01' '02' '04' '05' '08' '09' '10' '12' '13' '14'],10,['14'],1,['01' '02' '04' '05' '08' '09' '10' '12' '13'],[]
"(203, '17908')",['14'],1,['14'],1,[],[]
"(204, '17674')",['04' '05' '13' '14'],4,['04' '05' '13' '14'],4,[],[]
"(205, '15830')",['05' '13' '14'],3,['05' '13' '14'],3,[],[]
"(206, '17434')",['04' '05' '13' '14'],4,['04' '05' '13' '14'],4,[],[]
"(207, '17054')",['01' '03' '05' '08' '14'],5,['01' '03' '05' '08' '14'],5,[],[]
"(208, '14492')",['04' '14' '17'],3,['14'],1,['04' '17'],[]
"(209, '14439')",['04' '06' '12' '14' '17'],5,['04' '06' '12' '14' '17'],5,[],[]
"(210, '16994')",['14'],1,['14'],1,[],[]
"(211, '17896')",['13' '14'],2,['13' '14'],2,[],[]
"(212, '19479')",['04' '05' '08' '12' '13' '14' '15' '16'],8,['04' '05' '08' '12' '13' '14' '15' '16'],8,[],[]
"(213, '21428')",['01' '14' '17'],3,['01' '14'],2,['17'],[]
"(214, '21000')",['14'],1,['14'],1,[],[]
"(215, '21140')",['14'],1,['14'],1,[],[]
"(216, '20976')",['14'],1,['14'],1,[],[]
"(217, '20104')",['14'],1,['14'],1,[],[]
"(218, '14991')",['06' '14'],2,['06' '14'],2,[],[]
"(219, '19539')",['13' '14' '15'],3,['13' '14' '15'],3,[],[]
"(220, '16640')",['01' '02' '03' '05' '06' '08' '12' '13' '14' '15'],10,['14'],1,['01' '02' '03' '05' '06' '08' '12' '13' '15'],[]
"(221, '16646')",['01' '02' '03' '04' '05' '06' '08' '10' '11' '12' '13' '14' '15' '16' '17'],15,['14'],1,['01' '02' '03' '04' '05' '06' '08' '10' '11' '12' '13' '15' '16' '17'],[]
"(222, '19999')",['12' '14'],2,['12' '14'],2,[],[]
"(223, '19684')",['02' '06' '08' '14' '16'],5,['02' '06' '08' '14' '16'],5,[],[]
"(224, '20229')",['10' '12' '14'],3,['14'],1,['10' '12'],[]
"(225, '18543')",['02' '14'],2,['14'],1,['02'],[]
"(226, '18121')",['14' '15'],2,['14'],1,['15'],[]
"(227, '17178')",['12' '14'],2,['12' '14'],2,[],[]
"(228, '21460')",['14' '15'],2,['14' '15'],2,[],[]
"(229, '19954')",['06' '14' '15'],3,['06' '14' '15'],3,[],[]
"(230, '17872')",['01' '13' '14' '15' '17'],5,['14'],1,['01' '13' '15' '17'],[]
"(231, '16082')",['08' '14'],2,['08' '14'],2,[],[]
"(232, '16822')",['14'],1,['14'],1,[],[]
"(233, '14548')",['02' '14'],2,['14'],1,['02'],[]
"(234, '20964')",[],0,[],0,[],[]
"(235, '15725')",['14'],1,['14'],1,[],[]
"(236, '16430')",['02' '14'],2,['14'],1,['02'],[]
"(237, '18016')",['05' '14'],2,['14'],1,['05'],[]
"(238, '16610')",['02' '06' '13' '14' '16' '17'],6,['02' '06' '13' '14' '16' '17'],6,[],[]
"(239, '20836')",['14'],1,['14'],1,[],[]
"(240, '17779')",['14'],1,['14'],1,[],[]
"(241, '21116')",['14'],1,['14'],1,[],[]
"(242, '21108')",['14'],1,['14'],1,[],[]
"(243, '20672')",['14' '15' '17'],3,['14'],1,['15' '17'],[]
"(244, '21424')",['01' '02' '08' '13' '14'],5,['14'],1,['01' '02' '08' '13'],[]
"(245, '18376')",['14' '15'],2,['14'],1,['15'],[]
"(246, '17716')",['06' '14'],2,['06' '14'],2,[],[]
"(247, '17794')",['14'],1,['14'],1,[],[]
"(248, '18403')",['12' '13' '14' '17'],4,['14'],1,['12' '13' '17'],[]
"(249, '17773')",['02' '12' '14' '15' '16' '17'],6,['14'],1,['02' '12' '15' '16' '17'],[]
"(250, '15986')",['13' '14'],2,['13' '14'],2,[],[]
"(251, '21664')",['11' '13' '14'],3,['11' '14'],2,['13'],[]
"(252, '14423')",['02' '14'],2,['14'],1,['02'],[]
"(253, '19341')",['14'],1,['14'],1,[],[]
"(254, '16870')",['14'],1,['14'],1,[],[]
"(255, '16679')",['02' '08' '09' '14' '16' '17'],6,['14'],1,['02' '08' '09' '16' '17'],[]
"(256, '18918')",['14'],1,['14'],1,[],[]
"(257, '20460')",['14' '15'],2,['14' '15'],2,[],[]
"(258, '17270')",['14'],1,['14'],1,[],[]
"(259, '21008')",['14'],1,['14'],1,[],[]
"(260, '17977')",['14'],1,['14'],1,[],[]
"(261, '17362')",['14'],1,['14'],1,[],[]
"(262, '17374')",['14'],1,['14'],1,[],[]
"(263, '19519')",['10' '11' '13' '14'],4,['14'],1,['10' '11' '13'],[]
"(264, '17956')",['14'],1,['14'],1,[],[]
"(265, '17788')",['14'],1,['14'],1,[],[]
"(266, '18199')",['14'],1,['14'],1,[],[]
"(267, '17366')",['14'],1,['14'],1,[],[]
"(268, '18196')",['14'],1,['14'],1,[],[]
"(269, '17941')",['14'],1,['14'],1,[],[]
"(270, '17944')",['14'],1,['14'],1,[],[]
"(271, '17623')",['03' '06' '14'],3,['03' '06' '14'],3,[],[]
"(272, '18496')",['14'],1,['14'],1,[],[]
"(273, '21440')",['01' '13' '14' '17'],4,['01' '14'],2,['13' '17'],[]
"(274, '17668')",['14'],1,['14'],1,[],[]
"(275, '21822')",[],0,[],0,[],[]
"(276, '21795')",[],0,[],0,[],[]
"(277, '19729')",['14' '15'],2,['14' '15'],2,[],[]
"(278, '15139')",['11' '13' '14' '15'],4,['11' '13' '14' '15'],4,[],[]
"(279, '16418')",['14'],1,['14'],1,[],[]
"(280, '18361')",['07' '08' '09' '13' '14'],5,['14'],1,['07' '08' '09' '13'],[]
"(281, '21496')",['02' '06' '13' '14' '17'],5,['02' '06' '13' '14' '17'],5,[],[]
"(282, '21504')",['06' '11' '14' '16'],4,['06' '11' '14' '16'],4,[],[]
"(283, '20972')",[],0,[],0,[],[]
"(284, '20816')",['14'],1,['14'],1,[],[]
"(285, '17602')",['14'],1,['14'],1,[],[]
"(286, '14983')",['14'],1,['14'],1,[],[]
"(287, '21552')",['01' '08' '09' '10' '14' '16' '17'],7,['01' '08' '10' '14' '16' '17'],6,['09'],[]
"(288, '17854')",['14'],1,['14'],1,[],[]
"(289, '17378')",['14'],1,['14'],1,[],[]
"(290, '20508')",['12' '14' '15'],3,['12' '14' '15'],3,[],[]
"(291, '18878')",['14'],1,['14'],1,[],[]
"(292, '16814')",['07' '13' '14' '17'],4,['07' '13' '14' '17'],4,[],[]
"(293, '16970')",['12' '13' '14'],3,['12' '13' '14'],3,[],[]
"(294, '16598')",['14'],1,['14'],1,[],[]
"(295, '19929')",['01' '02' '03' '05' '08' '10' '12' '13' '14'],9,['14'],1,['01' '02' '03' '05' '08' '10' '12' '13'],[]
"(296, '14578')",['12' '14'],2,['12' '14'],2,[],[]
"(297, '16890')",['14' '17'],2,['14' '17'],2,[],[]
"(298, '16982')",['08' '14'],2,['14'],1,['08'],[]
"(299, '20544')",['09' '12' '14' '15' '17'],5,['12' '14'],2,['09' '15' '17'],[]
"(300, '17402')",['14'],1,['14'],1,[],[]
"(301, '17947')",['14'],1,['14'],1,[],[]
"(302, '21092')",['12' '14'],2,['12' '14'],2,[],[]
"(303, '20892')",['14'],1,['14'],1,[],[]
"(304, '20952')",['14'],1,['14'],1,[],[]
"(305, '20084')",['14'],1,['14'],1,[],[]
"(306, '20524')",['03' '12' '14' '15' '17'],5,['14'],1,['03' '12' '15' '17'],[]
"(307, '15614')",['03' '09' '14' '17'],4,['03' '09' '14' '17'],4,[],[]
"(308, '20492')",['14'],1,['14'],1,[],[]
"(309, '19138')",['14'],1,['14'],1,[],[]
"(310, '16034')",['14'],1,['14'],1,[],[]
"(311, '19158')",['14'],1,['14'],1,[],[]
"(312, '21372')",['02' '14' '16' '17'],4,['02' '14' '16' '17'],4,[],[]
"(313, '18373')",['14'],1,['14'],1,[],[]
"(314, '17923')",['14'],1,['14'],1,[],[]
"(315, '18175')",['14'],1,['14'],1,[],[]
"(316, '18256')",['14' '15'],2,['14'],1,['15'],[]
"(317, '15266')",['01' '08' '13' '14' '17'],5,['14'],1,['01' '08' '13' '17'],[]
"(318, '19834')",['14'],1,['14'],1,[],[]
"(319, '16898')",['14'],1,['14'],1,[],[]
"(320, '18391')",['14'],1,['14'],1,[],[]
"(321, '16978')",['14'],1,['14'],1,[],[]
"(322, '16442')",['13' '14' '17'],3,['13' '14' '17'],3,[],[]
"(323, '16854')",['02' '07' '13' '14' '17'],5,['02' '07' '13' '14' '17'],5,[],[]
"(324, '15924')",['14'],1,['14'],1,[],[]
"(325, '21456')",['14' '17'],2,['14' '17'],2,[],[]
"(326, '18493')",['01' '02' '08' '12' '13' '14' '15' '16' '17'],9,['14'],1,['01' '02' '08' '12' '13' '15' '16' '17'],[]
"(327, '19659')",['14'],1,['14'],1,[],[]
"(328, '19669')",['14'],1,['14'],1,[],[]
"(329, '15274')",['08' '13' '14' '17'],4,['14'],1,['08' '13' '17'],[]
"(330, '18475')",['14'],1,['14'],1,[],[]
"(331, '16649')",['14' '17'],2,['14' '17'],2,[],[]
"(332, '18148')",['12' '14'],2,['14'],1,['12'],[]
"(333, '18983')",['14'],1,['14'],1,[],[]
"(334, '19704')",['14'],1,['14'],1,[],[]
"(335, '19694')",['11' '12' '14'],3,['11' '12' '14'],3,[],[]
"(336, '19188')",['14'],1,['14'],1,[],[]
"(337, '20189')",['14'],1,['14'],1,[],[]
"(338, '19649')",['14'],1,['14'],1,[],[]
"(339, '18418')",['14'],1,['14'],1,[],[]
"(340, '17653')",['14'],1,['14'],1,[],[]
"(341, '19749')",['14'],1,['14'],1,[],[]
"(342, '17725')",['06' '14'],2,['06' '14'],2,[],[]
"(343, '18618')",['14'],1,['14'],1,[],[]
"(344, '14391')",['14'],1,['14'],1,[],[]
"(345, '17998')",['14'],1,['14'],1,[],[]
"(346, '15780')",['08' '13' '14' '15'],4,['08' '13' '14' '15'],4,[],[]
"(347, '19894')",['14'],1,['14'],1,[],[]
"(348, '15970')",['08' '14' '15'],3,['08' '14' '15'],3,[],[]
"(349, '20764')",['12' '14'],2,['12' '14'],2,[],[]
"(350, '14488')",['13' '14'],2,['13' '14'],2,[],[]
"(351, '12930')",['04' '07' '08' '09' '12' '13' '14' '16' '17'],9,['14'],1,['04' '07' '08' '09' '12' '13' '16' '17'],[]
"(352, '15386')",['02' '05' '06' '12' '14'],5,['02' '05' '06' '12' '14'],5,[],[]
"(353, '21576')",['04' '13' '14'],3,['04' '13' '14'],3,[],[]
"(354, '14047')","['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '14' '15'
 '16' '17']",17,"['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '14' '15'
 '16' '17']",17,[],[]
"(355, '18433')",['14'],1,['14'],1,[],[]
"(356, '18052')",['08' '14' '15'],3,['08' '14' '15'],3,[],[]
"(357, '16154')",['14'],1,['14'],1,[],[]
"(358, '21648')",['01' '02' '14' '15' '17'],5,['14' '15'],2,['01' '02' '17'],[]
"(359, '20568')",['14'],1,['14'],1,[],[]
"(360, '21088')",['14'],1,['14'],1,[],[]
"(361, '19764')",['14'],1,['14'],1,[],[]
"(362, '18454')",['14'],1,['14'],1,[],[]
"(363, '17310')",['14'],1,['14'],1,[],[]
"(364, '17713')",['14'],1,['14'],1,[],[]
"(365, '17074')",['06' '14'],2,['06' '14'],2,[],[]
"(366, '16622')",['13' '14'],2,['13' '14'],2,[],[]
"(367, '21480')","['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '14' '15'
 '16' '17']",17,['14'],1,"['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '15' '16'
 '17']",[]
"(368, '19243')",['14'],1,['14'],1,[],[]
"(369, '21148')",['04' '13' '14' '15'],4,['04' '13' '14' '15'],4,[],[]
"(370, '16174')",['14' '17'],2,['14' '17'],2,[],[]
"(371, '15796')",['14'],1,['14'],1,[],[]
"(372, '19464')",['12' '14'],2,['12' '14'],2,[],[]
"(373, '21272')",['08' '12' '14' '17'],4,['14'],1,['08' '12' '17'],[]
"(374, '17022')",['14'],1,['14'],1,[],[]
"(375, '19799')",['14'],1,['14'],1,[],[]
"(376, '15862')",['14'],1,['14'],1,[],[]
"(377, '13952')",['01' '05' '06' '07' '08' '13' '14' '15' '16' '17'],10,['01' '05' '06' '07' '08' '13' '14' '15' '16' '17'],10,[],[]
"(378, '19524')",['02' '14' '17'],3,['14' '17'],2,['02'],[]
"(379, '20089')",['14' '17'],2,['14' '17'],2,[],[]
"(380, '17869')",['01' '13' '14' '17'],4,['14'],1,['01' '13' '17'],[]
"(381, '20199')",['14'],1,['14'],1,[],[]
"(382, '15647')",['02' '05' '06' '14'],4,['02' '05' '06' '14'],4,[],[]
"(383, '19824')",['14'],1,['14'],1,[],[]
"(384, '20179')",['06' '12' '14' '15'],4,['14' '15'],2,['06' '12'],[]
"(385, '18448')",['12' '14'],2,['12' '14'],2,[],[]
"(386, '17470')",['13' '14'],2,['14'],1,['13'],[]
"(387, '17554')",['14' '17'],2,['14' '17'],2,[],[]
